Time [s],TX
0.767372082,1.629
0.767391282,1.562
0.767410482,1.510
0.767429682,1.464
0.767448882,1.433
0.767468082,1.407
0.767487282,1.391
0.767506482,1.396
0.767525682,1.422
0.767544882,1.458
0.767564082,1.489
0.767583282,1.546
0.767602482,1.608
0.767621682,1.665
0.767640882,1.711
0.767660082,1.747
0.767679282,1.763
0.767698482,1.778
0.767717682,1.768
0.767736882,1.737
0.767756082,1.701
0.767775282,1.655
0.767794482,1.613
0.767813682,1.556
0.767832882,1.500
0.767852082,1.453
0.767871282,1.417
0.767890482,1.396
0.767909682,1.391
0.767928882,1.402
0.767948082,1.433
0.767967282,1.474
0.767986482,1.520
0.768005682,1.567
0.768024882,1.613
0.768044082,1.670
0.768063282,1.722
0.768082482,1.758
0.768101682,1.773
0.768120882,1.768
0.768140082,1.763
0.768159282,1.737
0.768178482,1.691
0.768197682,1.634
0.768216882,1.587
0.768236082,1.536
0.768255282,1.489
0.768274482,1.448
0.768293682,1.412
0.768312882,1.396
0.768332082,1.396
0.768351282,1.412
0.768370482,1.433
0.768389682,1.479
0.768408882,1.536
0.768428082,1.593
0.768447282,1.649
0.768466482,1.686
0.768485682,1.727
0.768504882,1.758
0.768524082,1.768
0.768543282,1.768
0.768562482,1.747
0.768581682,1.722
0.768600882,1.680
0.768620082,1.629
0.768639282,1.567
0.768658482,1.510
0.768677682,1.464
0.768696882,1.433
0.768716082,1.407
0.768735282,1.391
0.768754482,1.402
0.768773682,1.427
0.768792882,1.458
0.768812082,1.489
0.768831282,1.541
0.768850482,1.603
0.768869682,1.665
0.768888882,1.706
0.768908082,1.742
0.768927282,1.763
0.768946482,1.773
0.768965682,1.768
0.768984882,1.737
0.769004082,1.701
0.769023282,1.655
0.769042482,1.613
0.769061682,1.556
0.769080882,1.500
0.769100082,1.453
0.769119282,1.422
0.769138482,1.402
0.769157682,1.391
0.769176882,1.402
0.769196082,1.427
0.769215282,1.469
0.769234482,1.525
0.769253682,1.567
0.769272882,1.613
0.769292082,1.670
0.769311282,1.716
0.769330482,1.758
0.769349682,1.768
0.769368882,1.778
0.769388082,1.763
0.769407282,1.732
0.769426482,1.691
0.769445682,1.639
0.769464882,1.582
0.769484082,1.541
0.769503282,1.495
0.769522482,1.448
0.769541682,1.407
0.769560882,1.396
0.769580082,1.396
0.769599282,1.407
0.769618482,1.433
0.769637682,1.479
0.769656882,1.531
0.769676082,1.593
0.769695282,1.639
0.769714482,1.691
0.769733682,1.727
0.769752882,1.758
0.769772082,1.773
0.769791282,1.768
0.769810482,1.753
0.769829682,1.727
0.769848882,1.686
0.769868082,1.629
0.769887282,1.567
0.769906482,1.515
0.769925682,1.469
0.769944882,1.433
0.769964082,1.407
0.769983282,1.391
0.770002482,1.396
0.770021682,1.422
0.770040882,1.453
0.770060082,1.489
0.770079282,1.541
0.770098482,1.603
0.770117682,1.660
0.770136882,1.711
0.770156082,1.742
0.770175282,1.763
0.770194482,1.773
0.770213682,1.768
0.770232882,1.742
0.770252082,1.706
0.770271282,1.665
0.770290482,1.618
0.770309682,1.556
0.770328882,1.500
0.770348082,1.453
0.770367282,1.417
0.770386482,1.396
0.770405682,1.391
0.770424882,1.402
0.770444082,1.427
0.770463282,1.474
0.770482482,1.520
0.770501682,1.562
0.770520882,1.613
0.770540082,1.670
0.770559282,1.716
0.770578482,1.753
0.770597682,1.773
0.770616882,1.773
0.770636082,1.763
0.770655282,1.732
0.770674482,1.691
0.770693682,1.639
0.770712882,1.587
0.770732082,1.541
0.770751282,1.489
0.770770482,1.443
0.770789682,1.412
0.770808882,1.396
0.770828082,1.396
0.770847282,1.402
0.770866482,1.433
0.770885682,1.479
0.770904882,1.531
0.770924082,1.587
0.770943282,1.639
0.770962482,1.686
0.770981682,1.727
0.771000882,1.758
0.771020082,1.778
0.771039282,1.768
0.771058482,1.753
0.771077682,1.732
0.771096882,1.686
0.771116082,1.624
0.771135282,1.572
0.771154482,1.510
0.771173682,1.474
0.771192882,1.438
0.771212082,1.407
0.771231282,1.391
0.771250482,1.396
0.771269682,1.422
0.771288882,1.453
0.771308082,1.484
0.771327282,1.541
0.771346482,1.598
0.771365682,1.660
0.771384882,1.706
0.771404082,1.737
0.771423282,1.763
0.771442482,1.773
0.771461682,1.768
0.771480882,1.742
0.771500082,1.701
0.771519282,1.665
0.771538482,1.613
0.771557682,1.562
0.771576882,1.500
0.771596082,1.453
0.771615282,1.422
0.771634482,1.402
0.771653682,1.391
0.771672882,1.402
0.771692082,1.427
0.771711282,1.469
0.771730482,1.515
0.771749682,1.556
0.771768882,1.608
0.771788082,1.670
0.771807282,1.716
0.771826482,1.747
0.771845682,1.768
0.771864882,1.773
0.771884082,1.763
0.771903282,1.737
0.771922482,1.696
0.771941682,1.639
0.771960882,1.593
0.771980082,1.551
0.771999282,1.495
0.772018482,1.443
0.772037682,1.412
0.772056882,1.396
0.772076082,1.396
0.772095282,1.407
0.772114482,1.438
0.772133682,1.479
0.772152882,1.531
0.772172082,1.587
0.772191282,1.634
0.772210482,1.680
0.772229682,1.727
0.772248882,1.758
0.772268082,1.773
0.772287282,1.768
0.772306482,1.753
0.772325682,1.732
0.772344882,1.686
0.772364082,1.629
0.772383282,1.577
0.772402482,1.520
0.772421682,1.474
0.772440882,1.438
0.772460082,1.407
0.772479282,1.391
0.772498482,1.402
0.772517682,1.422
0.772536882,1.443
0.772556082,1.484
0.772575282,1.546
0.772594482,1.598
0.772613682,1.655
0.772632882,1.701
0.772652082,1.732
0.772671282,1.758
0.772690482,1.773
0.772709682,1.768
0.772728882,1.742
0.772748082,1.706
0.772767282,1.670
0.772786482,1.618
0.772805682,1.562
0.772824882,1.500
0.772844082,1.453
0.772863282,1.422
0.772882482,1.407
0.772901682,1.391
0.772920882,1.402
0.772940082,1.427
0.772959282,1.469
0.772978482,1.510
0.772997682,1.556
0.773016882,1.608
0.773036082,1.670
0.773055282,1.716
0.773074482,1.753
0.773093682,1.768
0.773112882,1.773
0.773132082,1.768
0.773151282,1.737
0.773170482,1.691
0.773189682,1.649
0.773208882,1.593
0.773228082,1.546
0.773247282,1.495
0.773266482,1.443
0.773285682,1.412
0.773304882,1.396
0.773324082,1.396
0.773343282,1.402
0.773362482,1.427
0.773381682,1.474
0.773400882,1.531
0.773420082,1.582
0.773439282,1.634
0.773458482,1.680
0.773477682,1.727
0.773496882,1.758
0.773516082,1.773
0.773535282,1.768
0.773554482,1.758
0.773573682,1.732
0.773592882,1.686
0.773612082,1.629
0.773631282,1.572
0.773650482,1.520
0.773669682,1.474
0.773688882,1.443
0.773708082,1.407
0.773727282,1.391
0.773746482,1.402
0.773765682,1.422
0.773784882,1.443
0.773804082,1.484
0.773823282,1.541
0.773842482,1.603
0.773861682,1.655
0.773880882,1.701
0.773900082,1.732
0.773919282,1.763
0.773938482,1.773
0.773957682,1.768
0.773976882,1.742
0.773996082,1.711
0.774015282,1.675
0.774034482,1.629
0.774053682,1.562
0.774072882,1.500
0.774092082,1.458
0.774111282,1.422
0.774130482,1.402
0.774149682,1.396
0.774168882,1.402
0.774188082,1.427
0.774207282,1.469
0.774226482,1.505
0.774245682,1.551
0.774264882,1.608
0.774284082,1.665
0.774303282,1.711
0.774322482,1.747
0.774341682,1.763
0.774360882,1.773
0.774380082,1.763
0.774399282,1.737
0.774418482,1.691
0.774437682,1.644
0.774456882,1.598
0.774476082,1.551
0.774495282,1.495
0.774514482,1.448
0.774533682,1.412
0.774552882,1.396
0.774572082,1.391
0.774591282,1.402
0.774610482,1.427
0.774629682,1.474
0.774648882,1.531
0.774668082,1.582
0.774687282,1.629
0.774706482,1.670
0.774725682,1.727
0.774744882,1.753
0.774764082,1.768
0.774783282,1.773
0.774802482,1.758
0.774821682,1.732
0.774840882,1.691
0.774860082,1.634
0.774879282,1.572
0.774898482,1.520
0.774917682,1.479
0.774936882,1.443
0.774956082,1.407
0.774975282,1.396
0.774994482,1.396
0.775013682,1.417
0.775032882,1.443
0.775052082,1.479
0.775071282,1.536
0.775090482,1.598
0.775109682,1.649
0.775128882,1.701
0.775148082,1.732
0.775167282,1.758
0.775186482,1.773
0.775205682,1.768
0.775224882,1.742
0.775244082,1.711
0.775263282,1.675
0.775282482,1.624
0.775301682,1.562
0.775320882,1.505
0.775340082,1.458
0.775359282,1.427
0.775378482,1.402
0.775397682,1.396
0.775416882,1.396
0.775436082,1.422
0.775455282,1.464
0.775474482,1.505
0.775493682,1.546
0.775512882,1.608
0.775532082,1.670
0.775551282,1.716
0.775570482,1.747
0.775589682,1.763
0.775608882,1.778
0.775628082,1.768
0.775647282,1.737
0.775666482,1.696
0.775685682,1.649
0.775704882,1.603
0.775724082,1.551
0.775743282,1.495
0.775762482,1.443
0.775781682,1.412
0.775800882,1.396
0.775820082,1.396
0.775839282,1.402
0.775858482,1.433
0.775877682,1.479
0.775896882,1.531
0.775916082,1.577
0.775935282,1.624
0.775954482,1.680
0.775973682,1.722
0.775992882,1.758
0.776012082,1.773
0.776031282,1.768
0.776050482,1.758
0.776069682,1.737
0.776088882,1.686
0.776108082,1.634
0.776127282,1.577
0.776146482,1.525
0.776165682,1.479
0.776184882,1.438
0.776204082,1.402
0.776223282,1.396
0.776242482,1.396
0.776261682,1.417
0.776280882,1.438
0.776300082,1.484
0.776319282,1.536
0.776338482,1.598
0.776357682,1.655
0.776376882,1.696
0.776396082,1.732
0.776415282,1.763
0.776434482,1.773
0.776453682,1.768
0.776472882,1.742
0.776492082,1.711
0.776511282,1.675
0.776530482,1.624
0.776549682,1.562
0.776568882,1.505
0.776588082,1.458
0.776607282,1.427
0.776626482,1.402
0.776645682,1.396
0.776664882,1.396
0.776684082,1.422
0.776703282,1.464
0.776722482,1.500
0.776741682,1.546
0.776760882,1.603
0.776780082,1.665
0.776799282,1.711
0.776818482,1.747
0.776837682,1.763
0.776856882,1.773
0.776876082,1.763
0.776895282,1.742
0.776914482,1.701
0.776933682,1.649
0.776952882,1.603
0.776972082,1.556
0.776991282,1.500
0.777010482,1.448
0.777029682,1.412
0.777048882,1.396
0.777068082,1.391
0.777087282,1.402
0.777106482,1.427
0.777125682,1.474
0.777144882,1.525
0.777164082,1.577
0.777183282,1.618
0.777202482,1.675
0.777221682,1.716
0.777240882,1.758
0.777260082,1.768
